,video_id,start_seconds,end_seconds,positive_labels,scores,labels
0,"W6iwVLm51-k,","30.000,","40.000,",['female'],"[0.9039499  0.04103774 0.02215967 0.018707   0.00951279 0.00941508
 0.00927104 0.00793478 0.00602381 0.00587742]","['Speech', 'Child speech, kid speaking', 'Conversation', 'Inside, small room', 'Inside, large room or hall', 'Laughter', 'Child singing', 'Narration, monologue', 'Singing', 'Snicker']"
0,"WChnH2EJr_8,","20.000,","30.000,",['female'],"[0.43603498 0.35613742 0.04553633 0.03847136 0.03752162 0.03411949
 0.02852388 0.01288033 0.01276588 0.01151849]","['Burping, eructation', 'Speech', 'Pig', 'Grunt', 'Oink', 'Cough', 'Inside, small room', 'Animal', 'Throat clearing', 'Vehicle']"
0,"WD2HPRlvVwA,","30.000,","40.000,",['child'],"[0.6698426  0.10748096 0.05698431 0.03766956 0.03558023 0.03035916
 0.01765529 0.01540636 0.01195092 0.00973276]","['Music', 'Singing', 'Vocal music', 'Christian music', 'Gospel music', 'A capella', 'Choir', 'Inside, large room or hall', 'Musical instrument', 'Child singing']"
0,"WR4vkITJckY,","520.000,","530.000,",['child'],"[0.7196576  0.14888693 0.03875993 0.03373364 0.03149001 0.02510921
 0.01731708 0.01395062 0.01294359 0.00859438]","['Speech', 'Child speech, kid speaking', 'Children playing', 'Laughter', 'Inside, small room', 'Inside, large room or hall', 'Snicker', 'Chuckle, chortle', 'Giggle', 'Crying, sobbing']"
0,"X2IUVELRuzs,","110.000,","120.000,",['male'],"[0.4171543  0.2716832  0.13631436 0.10889055 0.09692258 0.02496722
 0.01850437 0.01749911 0.01537257 0.0148999 ]","['Speech', 'Music', 'Glass', 'Breaking', 'Shatter', 'Chink, clink', 'Inside, small room', 'Whimper', 'Burst, pop', 'Whack, thwack']"
0,"XE0yaKh5vj4,","30.000,","40.000,",['female'],"[0.32810256 0.09821352 0.09528548 0.08368343 0.05941254 0.04705009
 0.03922089 0.03752485 0.027985   0.02654558]","['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Growling', 'Vehicle', 'Car', 'Motor vehicle (road)', 'Whimper (dog)', 'Silence']"
0,"XIW8Ai-YMdA,","210.000,","220.000,",['male'],"[0.43281963 0.24176298 0.15623893 0.1127051  0.11128244 0.07163931
 0.06707221 0.01646906 0.01163136 0.01110504]","['Speech', 'Animal', 'Pig', 'Livestock, farm animals, working animals', 'Oink', 'Domestic animals, pets', 'Dog', 'Outside, rural or natural', 'Yip', 'Whimper (dog)']"
0,"Y8pS5H0cnaA,","100.000,","110.000,",['child'],"[0.2862672  0.08891173 0.08684558 0.03526432 0.02621673 0.01386934
 0.01232395 0.010284   0.00967968 0.00844013]","['Speech', 'Inside, small room', 'Silence', 'Music', 'Crumpling, crinkling', 'Child speech, kid speaking', 'Television', 'Hiccup', 'Crunch', 'Inside, large room or hall']"
0,"YN6pV8UsmTA,","30.000,","40.000,",['child'],"[0.36495155 0.25303188 0.06353802 0.04966932 0.03747886 0.03427041
 0.03188772 0.01740479 0.01177286 0.01131503]","['Silence', 'Speech', 'Inside, small room', 'Child speech, kid speaking', 'Bird', 'Wild animals', 'Animal', 'Vehicle', 'Sliding door', 'Mechanisms']"
0,"Y_Mz8HfaT2U,","30.000,","40.000,",['child'],"[0.48735243 0.18548715 0.06981059 0.06828513 0.05869848 0.05472725
 0.03661122 0.02629839 0.02245936 0.0166048 ]","['Speech', 'Child speech, kid speaking', 'Dog', 'Domestic animals, pets', 'Animal', 'Inside, small room', 'Laughter', 'Bathtub (filling or washing)', 'Crying, sobbing', 'Whimper (dog)']"
0,"YoSAZzE9tMI,","30.000,","40.000,",['female'],"[0.69031495 0.08346075 0.04223881 0.03917063 0.02657118 0.01334894
 0.01326501 0.01294699 0.010323   0.01011117]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Burping, eructation', 'Writing', 'Silence', 'Rustle', 'Snake', 'Cough', 'Narration, monologue']"
0,"YuvmP7Lsr2k,","30.000,","40.000,",['male'],"[0.33011535 0.27482447 0.16421442 0.10091283 0.06741291 0.02584127
 0.02279016 0.01860083 0.0180344  0.0167371 ]","['Choir', 'Speech', 'Chant', 'Mantra', 'Singing', 'Vocal music', 'Inside, public space', 'Music', 'Christian music', 'A capella']"
0,"ZGrmfYmxXkc,","90.000,","100.000,",['child'],"[0.48191237 0.12124526 0.11609977 0.0348443  0.03158462 0.02392954
 0.01959791 0.01714612 0.0158985  0.01559124]","['Speech', 'Outside, rural or natural', 'Walk, footsteps', 'Run', 'Animal', 'Outside, urban or manmade', 'Inside, small room', 'Horse', 'Clip-clop', 'Livestock, farm animals, working animals']"
0,"ZVMxLiAWfR4,","80.000,","90.000,",['child'],"[0.37274575 0.16322787 0.14848132 0.14369905 0.1433862  0.13910106
 0.13812077 0.07761487 0.04506626 0.03508003]","['Speech', 'Animal', 'Livestock, farm animals, working animals', 'Fowl', 'Duck', 'Quack', 'Goose', 'Fart', 'Inside, small room', 'Crying, sobbing']"
0,"_-_U21mzk40,","30.000,","40.000,","['child', 'female']","[0.82415926 0.04945528 0.03868309 0.02149269 0.01161926 0.00916716
 0.00647425 0.00621464 0.00583183 0.00577884]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Laughter', 'Chuckle, chortle', 'Inside, large room or hall', 'Conversation', 'Child singing', 'Snicker', 'Narration, monologue']"
0,"_3ZOigx8e3c,","30.000,","40.000,",['male'],"[0.68017113 0.04445325 0.02201082 0.01686255 0.01564373 0.01176927
 0.01029328 0.00860708 0.00829327 0.00822774]","['Speech', 'Inside, large room or hall', 'Crowd', 'Inside, public space', 'Inside, small room', 'Shout', 'Whoop', 'Cheering', 'Laughter', 'Children playing']"
0,"_bAVmK7n0fs,","130.000,","140.000,",['male'],"[0.354405   0.27075535 0.270655   0.26618427 0.21150766 0.12106542
 0.1130781  0.0893083  0.05758802 0.03342906]","['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Pant', 'Whimper (dog)', 'Breathing', 'Canidae, dogs, wolves', 'Wild animals', 'Yip']"
0,"_iQ2hXonRsY,","460.000,","470.000,",['child'],"[0.5399524  0.0609716  0.05264313 0.04206542 0.0408654  0.02684069
 0.01934951 0.01905413 0.01335456 0.01310102]","['Speech', 'Animal', 'Inside, small room', 'Dog', 'Domestic animals, pets', 'Laughter', 'Hiccup', 'Bow-wow', 'Yip', 'Livestock, farm animals, working animals']"
0,"a7WAfwKi88Q,","30.000,","40.000,",['female'],"[0.7253838  0.23308402 0.1355474  0.03180389 0.02278604 0.01613276
 0.0113798  0.00543121 0.00481501 0.00409076]","['Speech', 'Music', 'Babbling', 'Child speech, kid speaking', 'Inside, small room', 'Crying, sobbing', 'Baby cry, infant cry', 'Sizzle', 'Narration, monologue', 'Child singing']"
0,"a7XwPgmB0ro,","180.000,","190.000,",['child'],"[0.7558686  0.07084908 0.04801375 0.0473372  0.0444334  0.03791283
 0.03630677 0.03571875 0.03047787 0.02724774]","['Speech', 'Water', 'Splash, splatter', 'Children playing', 'Stream', 'Slosh', 'Liquid', 'Child speech, kid speaking', 'Waterfall', 'Rowboat, canoe, kayak']"
0,"am29ZpBd3nI,","200.000,","210.000,",['child'],"[0.7122615  0.04793043 0.03221453 0.02619521 0.02452461 0.02241125
 0.02168489 0.01886029 0.01567336 0.01324607]","['Speech', 'Children playing', 'Outside, urban or manmade', 'Chatter', 'Noise', 'Music', 'Child speech, kid speaking', 'Hubbub, speech noise, speech babble', 'Bus', 'Vehicle']"
0,"an8sNYncBao,","450.000,","460.000,",['child'],"[0.39954275 0.16563976 0.04868044 0.03887784 0.02029494 0.01957086
 0.0180133  0.01667159 0.0156119  0.01509685]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Babbling', 'Domestic animals, pets', 'Music', 'Dog', 'Laughter', 'Animal', 'Inside, large room or hall']"
0,"auC_LgwFF8g,","30.000,","40.000,",['female'],"[0.8455878  0.02101989 0.00838111 0.0071282  0.00701116 0.00668189
 0.00630658 0.0057819  0.00424256 0.00386817]","['Speech', 'Inside, small room', 'Conversation', 'Domestic animals, pets', 'Inside, large room or hall', 'Screaming', 'Laughter', 'Animal', 'Outside, urban or manmade', 'Crying, sobbing']"
0,"azBQiZ6wCWM,","30.000,","40.000,",['female'],"[0.57845676 0.07686762 0.04295167 0.02878554 0.00542737 0.0039225
 0.0038329  0.00329382 0.00292835 0.00225112]","['Speech', 'Narration, monologue', 'Music', 'Inside, large room or hall', 'Children playing', 'Inside, public space', 'Child speech, kid speaking', 'Singing', 'Conversation', 'Inside, small room']"
0,"bDN1mAaexyE,","180.000,","190.000,",['child'],"[0.67002857 0.07673144 0.06184163 0.04045391 0.03766512 0.03204957
 0.02769706 0.02033761 0.01577759 0.01238093]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Domestic animals, pets', 'Dog', 'Animal', 'Screaming', 'Crying, sobbing', 'Whimper', 'Laughter']"
0,"bO6gUBBcniY,","30.000,","40.000,",['male'],"[0.7159221  0.1948652  0.04254537 0.00678925 0.00533433 0.00499271
 0.00473183 0.00430375 0.00396868 0.00269601]","['Speech', 'Applause', 'Narration, monologue', 'Bicycle', 'Boat, Water vehicle', 'Crowd', 'Inside, large room or hall', 'Conversation', 'Motorboat, speedboat', 'Vehicle']"
0,"bg8m7K9pxFI,","180.000,","190.000,",['child'],"[0.5630347  0.18666896 0.11087908 0.04840748 0.04492324 0.0329044
 0.01764524 0.01293804 0.01035441 0.01027617]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Domestic animals, pets', 'Dog', 'Animal', 'Bathtub (filling or washing)', 'Children playing', 'Whimper (dog)', 'Yip']"
0,"cCVd_I1M_fs,","30.000,","40.000,",['child'],"[0.34637156 0.15389393 0.06797598 0.06471337 0.06316286 0.05178775
 0.04857954 0.04793661 0.03452046 0.03385738]","['Speech', 'Laughter', 'Snicker', 'Inside, small room', 'Chuckle, chortle', 'Child speech, kid speaking', 'Giggle', 'Belly laugh', 'Cat', 'Crying, sobbing']"
0,"cE5Yihyqup4,","70.000,","80.000,",['male'],"[0.37866014 0.09801355 0.06691954 0.06630339 0.05150438 0.04763211
 0.03346137 0.02597127 0.02541984 0.02359661]","['Speech', 'Breathing', 'Snoring', 'Inside, small room', 'Animal', 'Snort', 'Hiss', 'Hiccup', 'Snake', 'Laughter']"
0,"cGUhG5PZp0A,","30.000,","40.000,",['male'],"[0.5818625  0.04715472 0.03019526 0.0153606  0.01343513 0.01190286
 0.01083134 0.00676274 0.00670007 0.00660554]","['Music', 'Singing', 'Yodeling', 'Vocal music', 'Speech', 'Music of Latin America', 'Folk music', 'Inside, large room or hall', 'Christian music', 'Middle Eastern music']"
0,"cuM4hc8oGjI,","550.000,","560.000,",['child'],"[0.5914211  0.18606003 0.05538049 0.05389342 0.04902482 0.04815696
 0.04150624 0.0366593  0.01208259 0.00916623]","['Speech', 'Laughter', 'Baby laughter', 'Belly laugh', 'Giggle', 'Chuckle, chortle', 'Snicker', 'Inside, small room', 'Whimper', 'Hiccup']"
0,"d-svfUMX3BM,","10.000,","20.000,",['child'],"[0.5453924  0.25517744 0.1845169  0.13266878 0.04428467 0.04072993
 0.02899711 0.02432351 0.00504541 0.00392491]","['Speech', 'Hands', 'Clapping', 'Child speech, kid speaking', 'Singing', 'Child singing', 'Inside, small room', 'Narration, monologue', 'Tap', 'Door']"
0,"dHOJW7uPZ5g,","20.000,","30.000,",['child'],"[0.7752245  0.03062986 0.02540044 0.02169234 0.02049724 0.02040058
 0.01808405 0.01545274 0.01292566 0.00864421]","['Music', 'Singing', 'Rattle (instrument)', 'Music for children', 'Musical instrument', 'Jingle, tinkle', 'Christmas music', 'Maraca', 'Happy music', 'Guitar']"
0,"dOKfGfiqJns,","560.000,","570.000,",['child'],"[0.3911284  0.31425384 0.10259644 0.07562927 0.07294444 0.07009795
 0.05694025 0.04274387 0.02633895 0.02479112]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Babbling', 'Child singing', 'Hands', 'Singing', 'Clapping', 'Crying, sobbing', 'Domestic animals, pets']"
0,"eAnk9fOKUEA,","200.000,","210.000,",['child'],"[0.83213055 0.07059092 0.03661678 0.01465754 0.01289516 0.00703271
 0.00664941 0.00584241 0.00510122 0.00495654]","['Speech', 'Child speech, kid speaking', 'Children playing', 'Outside, urban or manmade', 'Outside, rural or natural', 'Inside, small room', 'Inside, public space', 'Snake', 'Bicycle', 'Animal']"
0,"emn0oCLlsGA,","0.000,","10.000,",['child'],"[0.20977575 0.20833093 0.08962233 0.06792871 0.06554408 0.06486732
 0.0428066  0.02863949 0.02562854 0.02396996]","['Music', 'Boing', 'Music for children', 'Speech', 'Sound effect', 'Plop', 'Inside, small room', 'Telephone', 'Breathing', 'Child speech, kid speaking']"
0,"fZHybuxLwo8,","60.000,","70.000,",['child'],"[0.37329808 0.07662312 0.07206059 0.07021016 0.0600253  0.03833766
 0.03341015 0.03050605 0.02853175 0.02817829]","['Speech', 'Child speech, kid speaking', 'Crying, sobbing', 'Baby cry, infant cry', 'Water', 'Babbling', 'Liquid', 'Inside, small room', 'Boiling', 'Splash, splatter']"
0,"flwcnHjaVZI,","30.000,","40.000,",['child'],"[0.7916085  0.12515934 0.06242241 0.01472541 0.01012028 0.00673231
 0.00526555 0.00210976 0.00201415 0.00186593]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Bathtub (filling or washing)', 'Narration, monologue', 'Conversation', 'Inside, large room or hall', 'Water', 'Hands', 'Laughter']"
0,"fyf_A3-tLuk,","130.000,","140.000,",['child'],"[0.3822519  0.11146311 0.10853514 0.066051   0.06203414 0.05785809
 0.05539675 0.05475827 0.04943935 0.04770305]","['Speech', 'Animal', 'Laughter', 'Pig', 'Livestock, farm animals, working animals', 'Chuckle, chortle', 'Domestic animals, pets', 'Inside, small room', 'Snicker', 'Dog']"
0,"g9hV548gd2I,","10.000,","20.000,",['child'],"[0.37495914 0.3645159  0.09935118 0.09735665 0.09373042 0.01354626
 0.00740047 0.00330933 0.00282818 0.00270569]","['Child speech, kid speaking', 'Speech', 'Child singing', 'Inside, small room', 'Singing', 'Narration, monologue', 'Hands', 'Lullaby', 'Inside, large room or hall', 'Mantra']"
0,"gEvCUcZ6w88,","30.000,","40.000,",['female'],"[0.7566209  0.02499442 0.01909398 0.01794059 0.01349925 0.01329092
 0.01196991 0.00848233 0.00674858 0.00661401]","['Music', 'Jingle bell', 'Speech', 'Music for children', 'Christmas music', 'Singing', 'Jingle (music)', 'Bell', 'Jingle, tinkle', 'Tender music']"
0,"gF5gfblw13c,","370.000,","380.000,",['child'],"[0.51615596 0.11862648 0.05597648 0.05578379 0.05099699 0.0428003
 0.03366258 0.03334063 0.0325664  0.03236755]","['Speech', 'Animal', 'Inside, small room', 'Domestic animals, pets', 'Child speech, kid speaking', 'Dog', 'Screaming', 'Fowl', 'Wild animals', 'Chicken, rooster']"
0,"gL9d82dr99M,","260.000,","270.000,",['child'],"[0.4267729  0.04198262 0.03252561 0.0286941  0.02038992 0.01796128
 0.01772614 0.01701641 0.01615913 0.01584735]","['Speech', 'Child speech, kid speaking', 'Vehicle', 'Bicycle', 'Crying, sobbing', 'Inside, large room or hall', 'Baby cry, infant cry', 'Motor vehicle (road)', 'Inside, small room', 'Outside, urban or manmade']"
0,"gPaoJv-NrEU,","30.000,","40.000,",['male'],"[0.7978403  0.03545812 0.02544102 0.01163624 0.003064   0.00285184
 0.00262234 0.00234785 0.00225938 0.00167992]","['Speech', 'Music', 'Narration, monologue', 'Inside, large room or hall', 'Inside, small room', 'Inside, public space', 'Conversation', 'Singing', 'Crowd', 'Mantra']"
0,"guRyU4B5LlA,","30.000,","40.000,",['male'],"[0.79616976 0.02169405 0.01734951 0.01279236 0.00989184 0.00954951
 0.00883183 0.00729317 0.00719754 0.00718603]","['Music', 'Jingle bell', 'Singing', 'Tender music', 'Christmas music', 'Country', 'Bell', 'Guitar', 'Speech', 'Strum']"
0,"hYk2rw9wcXc,","70.000,","80.000,",['male'],"[0.61824065 0.08461805 0.03749438 0.02867395 0.01786092 0.00989619
 0.0097969  0.00747706 0.0064346  0.00616628]","['Speech', 'Beatboxing', 'Inside, small room', 'Fart', 'Laughter', 'Chuckle, chortle', 'Inside, large room or hall', 'Conversation', 'Child speech, kid speaking', 'Vocal music']"
0,"hq4s4S9wMWI,","100.000,","110.000,",['child'],"[0.8585738  0.05528394 0.01544567 0.01049083 0.01042062 0.00739448
 0.0060472  0.00597967 0.00545885 0.00480984]","['Speech', 'Music', 'Child speech, kid speaking', 'Whimper', 'Inside, small room', 'Crying, sobbing', 'Domestic animals, pets', 'Children playing', 'Outside, urban or manmade', 'Conversation']"
0,"ieZmQbzQYtw,","0.000,","6.000,",['child'],"[0.2601457  0.16356738 0.16311409 0.13625783 0.06307358 0.06296083
 0.05675282 0.04703748 0.04500785 0.04137291]","['Speech', 'Dog', 'Domestic animals, pets', 'Animal', 'Whimper (dog)', 'Crying, sobbing', 'Yip', 'Bow-wow', 'Inside, small room', 'Filing (rasp)']"
0,"j2JoL0Bmx4M,","10.000,","20.000,","['child', 'male']","[0.40242967 0.15172522 0.11401282 0.09544235 0.07575232 0.05911137
 0.05163338 0.04397684 0.03856638 0.03679625]","['Speech', 'Animal', 'Livestock, farm animals, working animals', 'Fowl', 'Chicken, rooster', 'Insect', 'Wild animals', 'Bird', 'Outside, rural or natural', 'Cluck']"
0,"jIN3_2uHzlo,","90.000,","100.000,",['child'],"[0.22645576 0.18066089 0.04115161 0.03925653 0.03805916 0.03495138
 0.03421469 0.03233112 0.02968379 0.02879061]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Pant', 'Domestic animals, pets', 'Sniff', 'Dog', 'Breathing', 'Bouncing', 'Snort']"
0,"jMDHWwO-1fY,","30.000,","40.000,",['male'],"[0.816486   0.04203165 0.02976039 0.01791635 0.01375283 0.01274636
 0.00930175 0.00811456 0.00777631 0.00719989]","['Music', 'Singing', 'Christian music', 'Gospel music', 'Soul music', 'Christmas music', 'Country', 'Folk music', 'Yodeling', 'Jazz']"
0,"jZzj77SLCqk,","70.000,","80.000,",['child'],"[0.88161623 0.07909416 0.06211223 0.05522953 0.04633076 0.02923854
 0.02299884 0.02128177 0.02110609 0.0130479 ]","['Music', 'Country', 'Happy music', 'Bluegrass', 'Jingle (music)', 'Singing', 'Christmas music', 'Christian music', 'Music for children', 'Banjo']"
0,"jqp6Iug3Haw,","150.000,","160.000,",['child'],"[0.41491207 0.1851927  0.04259671 0.0366204  0.03244937 0.02403268
 0.02392441 0.01939642 0.01369739 0.0131934 ]","['Music', 'Speech', 'Child speech, kid speaking', 'Hands', 'Singing', 'Jingle, tinkle', 'Clapping', 'Inside, large room or hall', 'Tap', 'Music of Latin America']"
0,"jucJMIMABN8,","10.000,","20.000,",['child'],"[0.56620014 0.15160282 0.14994605 0.09118517 0.02358775 0.02273478
 0.02136083 0.01064467 0.00966647 0.00928583]","['Speech', 'Silence', 'Child speech, kid speaking', 'Inside, small room', 'Livestock, farm animals, working animals', 'Animal', 'Goat', 'Sheep', 'Babbling', 'Clicking']"
0,"k21xL8UMKFU,","110.000,","120.000,",['child'],"[0.3281669  0.13639641 0.06702221 0.03697159 0.03118744 0.02792854
 0.02779495 0.02381368 0.02355233 0.02238129]","['Speech', 'Vehicle', 'Vacuum cleaner', 'Truck', 'Motor vehicle (road)', 'Steam', 'Hiss', 'Dog', 'Inside, small room', 'Domestic animals, pets']"
0,"kQfIiIiAcn8,","110.000,","120.000,",['child'],"[0.5040902  0.05074146 0.03836212 0.03729922 0.0334736  0.03048448
 0.02812382 0.02252836 0.01432398 0.0142548 ]","['Speech', 'Children playing', 'Music', 'Goat', 'Animal', 'Livestock, farm animals, working animals', 'Child speech, kid speaking', 'Inside, large room or hall', 'Inside, public space', 'Bleat']"
0,"kcL-cVwT6IM,","100.000,","110.000,",['child'],"[0.43368316 0.04658828 0.03426883 0.03265138 0.03078396 0.02808341
 0.01321531 0.00950243 0.00906906 0.0082114 ]","['Speech', 'Inside, small room', 'Child singing', 'Singing', 'Child speech, kid speaking', 'Music', 'Crying, sobbing', 'Inside, large room or hall', 'Hands', 'Baby cry, infant cry']"
0,"kiAMVnSBGw0,","30.000,","40.000,",['male'],"[0.5999621  0.03271792 0.02427816 0.02308343 0.02211276 0.02052391
 0.01842886 0.0161987  0.01413958 0.01361997]","['Speech', 'Outside, urban or manmade', 'Animal', 'Outside, rural or natural', 'Vehicle', 'Wood', 'Inside, small room', 'Crow', 'Domestic animals, pets', 'Caw']"
0,"klF5jHsp2rs,","150.000,","160.000,",['child'],"[0.2943135  0.27447158 0.2726416  0.17769054 0.15116386 0.11614852
 0.09231646 0.06981926 0.06765767 0.06393526]","['Water', 'Speech', 'Liquid', 'Pour', 'Trickle, dribble', 'Water tap, faucet', 'Splash, splatter', 'Slosh', 'Bathtub (filling or washing)', 'Sink (filling or washing)']"
0,"lAznHBBQkp4,","30.000,","40.000,",['female'],"[0.9668066  0.0228558  0.01556043 0.003478   0.00343336 0.00175679
 0.00151201 0.00148187 0.001292   0.00108109]","['Speech', 'Inside, small room', 'Conversation', 'Narration, monologue', 'Inside, large room or hall', 'Tools', 'Outside, rural or natural', 'Rub', 'Liquid', 'Outside, urban or manmade']"
0,"lO1rUT_MTjk,","210.000,","220.000,",['female'],"[0.16448177 0.04921964 0.0479455  0.0433692  0.04258544 0.04191153
 0.03116039 0.02045217 0.01645951 0.01549282]","['Speech', 'Silence', 'Music', 'Mantra', 'Chant', 'Inside, small room', 'Carnatic music', 'Singing', 'Music of Asia', 'Electric shaver, electric razor']"
0,"lVNmt67p86k,","3.000,","13.000,",['child'],"[0.2868418  0.13920602 0.09475069 0.08636929 0.0667887  0.038283
 0.03615644 0.02772552 0.02689592 0.02225882]","['Singing', 'Child singing', 'Speech', 'Inside, small room', 'Hands', 'Music', 'Inside, large room or hall', 'Vocal music', 'A capella', 'Music of Asia']"
0,"m1e9aOwRiDQ,","0.000,","9.000,",['child'],"[0.51978785 0.12997021 0.08327257 0.07128876 0.06334127 0.04897268
 0.03138583 0.02692152 0.02198737 0.01561342]","['Speech', 'Laughter', 'Air horn, truck horn', 'Snicker', 'Chuckle, chortle', 'Child speech, kid speaking', 'Inside, small room', 'Vehicle horn, car horn, honking', 'Narration, monologue', 'Inside, large room or hall']"
0,"mEslZvugQCc,","30.000,","40.000,",['male'],"[0.39044952 0.22331437 0.21710508 0.04037978 0.01982653 0.0180563
 0.0151232  0.01084996 0.00890317 0.00738761]","['Speech', 'Mantra', 'Chant', 'Lullaby', 'Inside, small room', 'Singing', 'Music', 'Vocal music', 'Humming', 'Whimper']"
0,"mOl9Z3ophZA,","130.000,","140.000,",['child'],"[0.45077947 0.09012047 0.0669649  0.04548696 0.03824008 0.02052293
 0.01879109 0.01595656 0.01584764 0.01516729]","['Speech', 'Crying, sobbing', 'Baby cry, infant cry', 'Child speech, kid speaking', 'Whimper', 'Inside, small room', 'Babbling', 'Outside, urban or manmade', 'Domestic animals, pets', 'Animal']"
0,"mh6JxDJ0Bno,","30.000,","40.000,","['male', 'female']","[0.82331645 0.06418    0.0354842  0.01384886 0.00895155 0.0084304
 0.00434044 0.00378545 0.00329625 0.00270254]","['Speech', 'Narration, monologue', 'Applause', 'Conversation', 'Inside, small room', 'Inside, large room or hall', 'Music', 'Laughter', 'Clapping', 'Crowd']"
0,"mtmKNWUNK2c,","180.000,","190.000,",['child'],"[0.82515055 0.0439749  0.0416174  0.02123674 0.01758805 0.01044037
 0.0099494  0.00916054 0.00565663 0.00490761]","['Speech', 'Inside, small room', 'Laughter', 'Child speech, kid speaking', 'Snicker', 'Chuckle, chortle', 'Giggle', 'Inside, large room or hall', 'Screaming', 'Whimper']"
0,"mwYb2HLIAmw,","30.000,","40.000,",['female'],"[0.512054   0.08770661 0.06456329 0.06361597 0.0394733  0.03897486
 0.0313373  0.02608531 0.02513039 0.02437335]","['Speech', 'Child speech, kid speaking', 'Laughter', 'Inside, small room', 'Alarm', 'Siren', 'Snicker', 'Whimper', 'Crying, sobbing', 'Chuckle, chortle']"
0,"n4lyLJf0D-c,","30.000,","40.000,",['child'],"[0.3025858  0.13957968 0.12785345 0.08098087 0.07958679 0.06971762
 0.05838124 0.02640488 0.01490411 0.0143929 ]","['Child singing', 'Singing', 'Child speech, kid speaking', 'Crying, sobbing', 'Speech', 'Baby cry, infant cry', 'Inside, small room', 'Bathtub (filling or washing)', 'Whimper', 'Water']"
0,"n6lloBIIZ-k,","30.000,","40.000,",['female'],"[0.89290094 0.03673491 0.03149179 0.02700864 0.02230772 0.01201517
 0.01113576 0.00954447 0.00863066 0.00755092]","['Speech', 'Spray', 'Liquid', 'Inside, small room', 'Narration, monologue', 'Frying (food)', 'Conversation', 'Sizzle', 'Inside, large room or hall', 'Outside, rural or natural']"
0,"nSBDyxxscks,","220.000,","230.000,",['female'],"[0.14274603 0.10003629 0.09656753 0.0795962  0.06414679 0.05516693
 0.04078042 0.03882222 0.03548379 0.0333563 ]","['Vehicle', 'Speech', 'Animal', 'Domestic animals, pets', 'Music', 'Dog', 'Bus', 'Rail transport', 'Train', 'Outside, urban or manmade']"
0,"neDB4I93EZI,","30.000,","40.000,",['female'],"[0.76833344 0.07550416 0.06052181 0.04104183 0.01995648 0.01541681
 0.01429401 0.01423713 0.01301518 0.01130617]","['Speech', 'Laughter', 'Snicker', 'Chuckle, chortle', 'Hands', 'Door', 'Inside, large room or hall', 'Shuffle', 'Dog', 'Tap']"
0,"npfjFvHidtI,","40.000,","50.000,",['child'],"[0.2058272  0.16799136 0.11387932 0.07521789 0.05594797 0.05048274
 0.04653971 0.04188588 0.03876367 0.03751753]","['Speech', 'Laughter', 'Baby laughter', 'Inside, small room', 'Crunch', 'Drip', 'Belly laugh', 'Beatboxing', 'Bathtub (filling or washing)', 'Liquid']"
0,"nwDLufRbjgI,","110.000,","120.000,",['female'],"[0.4922911  0.14548571 0.09151549 0.05478821 0.04894008 0.04430855
 0.03091221 0.02529154 0.02513425 0.02505388]","['Burping, eructation', 'Speech', 'Grunt', 'Animal', 'Roar', 'Roaring cats (lions, tigers)', 'Pig', 'Groan', 'Dog', 'Oink']"
0,"o0mt4C1mxcU,","210.000,","220.000,",['female'],"[0.3941516  0.36118242 0.3105222  0.14275838 0.05457522 0.02857986
 0.0235387  0.02094819 0.01858599 0.0121949 ]","['Opera', 'Classical music', 'Music', 'Speech', 'Singing', 'Inside, large room or hall', 'Choir', 'Musical instrument', 'Orchestra', 'Chant']"
0,"oH-u_pxYdF0,","130.000,","140.000,",['child'],"[0.11352938 0.10203468 0.07459344 0.06639481 0.06172882 0.05755362
 0.0437247  0.03674198 0.0352136  0.03485152]","['Speech', 'Cough', 'Music', 'Toothbrush', 'Inside, small room', 'Rub', 'Throat clearing', 'Hiccup', 'Filing (rasp)', 'Plop']"
0,"oMmqKfmiDC0,","30.000,","40.000,","['child', 'female']","[0.52043897 0.10292006 0.08036605 0.04813369 0.04583526 0.04416756
 0.03659339 0.02075786 0.01639602 0.01636801]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Animal', 'Dog', 'Domestic animals, pets', 'Babbling', 'Bow-wow', 'Whimper (dog)', 'Child singing']"
0,"oZ2PS38NJtI,","30.000,","40.000,",['child'],"[0.7110087  0.03879192 0.02724027 0.01601918 0.00972045 0.00872567
 0.00791606 0.00577389 0.00550933 0.004418  ]","['Music', 'Singing', 'Speech', 'Lullaby', 'Inside, large room or hall', 'Tender music', 'Wedding music', 'Musical instrument', 'Independent music', 'Blues']"
